"source","file","line","category_initial","category_final","reason"
"code-quality","src/app/services/cloud/lawyerCalendarCloud.ts","182","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/cloud/lawyerCommunityCloud.ts","44","console:warn","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/services/cloud/lawyerCommunityCloud.ts","519","throw-generic","WONTFIX","throw message already prefixed or empty"
"code-quality","src/app/services/cloud/lawyerCommunityCloud.ts","660","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/cloud/lawyerCommunityCloud.ts","661","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/cloud/lawyerCommunityCloud.ts","664","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/cloud/lawyerCommunityCloud.ts","678","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/cloud/lawyerCommunityCloud.ts","680","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/cloud/lawyerCommunityCloud.ts","684","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/cloud/lawyerCommunityCloud.ts","702","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/cloud/lawyerCommunityCloud.ts","704","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/cloud/lawyerCommunityCloud.ts","709","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/cloud/lawyerCommunityCloud.ts","728","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/cloud/lawyerCommunityCloud.ts","735","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/cloud/lawyerCommunityCloud.ts","757","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/cloud/lawyerCommunityCloud.ts","761","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/cloud/lawyerCommunityCloud.ts","781","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/cloud/lawyerCommunityCloud.ts","784","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/cloud/lawyerRepositoryCloud.ts","253","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/cloud/lawyerTransactionsCloud.ts","148","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/CryptoService.ts","8","console:warn","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/services/CryptoService.ts","11","console:error","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/services/CryptoService.ts","915","throw-generic","WONTFIX","throw message already prefixed or empty"
"code-quality","src/app/services/forum/forumApi/forumApiComments.ts","36","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumApi/forumApiComments.ts","57","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumApi/forumApiComments.ts","66","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumApi/forumApiComments.ts","81","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumApi/forumApiComments.ts","91","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumApi/forumApiGroups.ts","53","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumApi/forumApiGroups.ts","59","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumApi/forumApiGroups.ts","64","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumApi/forumApiGroups.ts","76","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumApi/forumApiGroups.ts","79","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumApi/forumApiGroups.ts","87","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumApi/forumApiGroups.ts","92","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumApi/forumApiGroups.ts","95","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumApi/forumApiGroups.ts","104","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumApi/forumApiGroups.ts","114","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumApi/forumApiPosts.ts","79","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumApi/forumApiPosts.ts","90","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumApi/forumApiPosts.ts","106","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumApi/forumApiPosts.ts","135","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumApi/forumApiPosts.ts","206","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumApi/forumApiPosts.ts","225","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumApi/forumApiPosts.ts","268","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumApi/forumApiPosts.ts","273","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumApi/forumApiRepository.ts","29","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumApi/forumApiRepository.ts","44","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumApi/forumApiSocial.ts","62","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumApi/forumApiSocial.ts","63","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumApi/forumApiSocial.ts","84","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumApi/forumApiSocial.ts","104","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumApi/forumApiSocial.ts","182","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumBffAccessPolicy.ts","32","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumCommentAccess.ts","32","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumCommentAccess.ts","37","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumCommentAddGuard.ts","7","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumCommentAddGuard.ts","20","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumCommentAddGuard.ts","32","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumFollowRepository.ts","60","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumFollowRepository.ts","160","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumGroupMutationGate.ts","17","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumGroupRepository.ts","123","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumPostCreateGuard.ts","21","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumRepository.ts","80","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumRepository.ts","88","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumRepository.ts","129","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumRepository.ts","131","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumRepository.ts","142","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumRepository.ts","157","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumRepository.ts","159","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumRepository.ts","171","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumRepository.ts","173","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumRepositoryComments.ts","19","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumRepositoryComments.ts","27","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumRepositoryComments.ts","52","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumRepositoryComments.ts","73","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumRepositoryComments.ts","75","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumRepositoryComments.ts","79","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumRepositoryComments.ts","107","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumRepositoryComments.ts","118","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumRepositoryComments.ts","120","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumRepositoryComments.ts","122","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumRepositoryComments.ts","125","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumRepositoryComments.ts","128","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumRepositoryComments.ts","129","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumRepositoryComments.ts","143","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumRepositoryDocs.ts","23","smell-tag:ToDo","WONTFIX","low-risk stale comment marker; skip to preserve ZVF safety boundary on 6000-hit scale"
"code-quality","src/app/services/forum/forumRepositoryDocs.ts","43","smell-tag:ToDo","WONTFIX","low-risk stale comment marker; skip to preserve ZVF safety boundary on 6000-hit scale"
"code-quality","src/app/services/forum/forumRepositoryDocs.ts","103","smell-tag:ToDo","WONTFIX","low-risk stale comment marker; skip to preserve ZVF safety boundary on 6000-hit scale"
"code-quality","src/app/services/forum/forumRepositoryDocs.ts","111","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumRepositoryDocs.ts","133","smell-tag:ToDo","WONTFIX","low-risk stale comment marker; skip to preserve ZVF safety boundary on 6000-hit scale"
"code-quality","src/app/services/forum/forumRepositoryDocs.ts","135","throw-generic","WONTFIX","throw message already prefixed or empty"
"code-quality","src/app/services/forum/forumRepositoryDocs.ts","136","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumRepositoryDocs.ts","148","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumRepositoryDocs.ts","153","throw-generic","WONTFIX","throw message already prefixed or empty"
"code-quality","src/app/services/forum/forumRepositoryDocs.ts","154","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumRepositoryDocs.ts","157","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumRepositoryDocs.ts","158","smell-tag:ToDo","WONTFIX","low-risk stale comment marker; skip to preserve ZVF safety boundary on 6000-hit scale"
"code-quality","src/app/services/forum/forumRepositoryDocsDelete.ts","11","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumRepositoryDocsDelete.ts","19","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumRepositoryDocsDelete.ts","21","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumRepositoryDocsDelete.ts","24","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumRepositoryDocsDelete.ts","29","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumRepositoryDocsMap.ts","41","smell-tag:ToDo","WONTFIX","low-risk stale comment marker; skip to preserve ZVF safety boundary on 6000-hit scale"
"code-quality","src/app/services/forum/forumRepositoryDocsSanitize.ts","25","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumRepositoryDocsSanitize.ts","28","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumRepositoryDocsSanitize.ts","51","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumRepositoryDocsSanitize.ts","58","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumRepositoryDocsSanitize.ts","71","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumRepositoryModeration.ts","215","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forum/forumRepositoryModeration.ts","217","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forumApiService.ts","93","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/forumApiService.ts","151","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/InputSanitizerService.ts","126","smell-tag:XXX","WONTFIX","low-risk stale comment marker; skip to preserve ZVF safety boundary on 6000-hit scale"
"code-quality","src/app/services/lawyer-cloud.ts","94","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/lawyer-cloud.ts","100","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/lawyer-cloud.ts","114","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/lawyer-cloud.ts","120","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/notifications/notificationProductionReadiness.ts","25","console:warn","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/services/plaintextFallbackSignal.ts","25","console:warn","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/services/profile/profileContactNavigation.ts","189","smell-tag:XXX","WONTFIX","low-risk stale comment marker; skip to preserve ZVF safety boundary on 6000-hit scale"
"code-quality","src/app/services/profileMediaCompress.ts","64","throw-generic","WONTFIX","throw message already prefixed or empty"
"code-quality","src/app/services/profileMediaService.ts","45","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/RealtimeService.ts","15","console:log","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/services/repository/repositoryDossierNoteSync.ts","173","smell-tag:ToDo","WONTFIX","low-risk stale comment marker; skip to preserve ZVF safety boundary on 6000-hit scale"
"code-quality","src/app/services/repository/repositoryDossierNoteSync.ts","190","smell-tag:ToDo","WONTFIX","low-risk stale comment marker; skip to preserve ZVF safety boundary on 6000-hit scale"
"code-quality","src/app/services/SecureAPIClient.ts","289","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/settings/applicationWipe.ts","56","throw-generic","WONTFIX","throw message already prefixed or empty"
"code-quality","src/app/services/settings/applicationWipe.ts","244","throw-generic","WONTFIX","throw message already prefixed or empty"
"code-quality","src/app/services/settings/apply.ts","185","smell-tag:ToDo","WONTFIX","apply*ToDom naming pattern — not a real TODO work item"
"code-quality","src/app/services/settings/apply.ts","193","smell-tag:ToDo","WONTFIX","apply*ToDom naming pattern — not a real TODO work item"
"code-quality","src/app/services/settings/apply.ts","210","smell-tag:ToDo","WONTFIX","apply*ToDom naming pattern — not a real TODO work item"
"code-quality","src/app/services/settings/apply.ts","224","smell-tag:ToDo","WONTFIX","apply*ToDom naming pattern — not a real TODO work item"
"code-quality","src/app/services/settings/apply.ts","241","smell-tag:ToDo","WONTFIX","apply*ToDom naming pattern — not a real TODO work item"
"code-quality","src/app/services/settings/apply.ts","278","smell-tag:ToDo","WONTFIX","apply*ToDom naming pattern — not a real TODO work item"
"code-quality","src/app/services/settings/apply.ts","302","smell-tag:ToDo","WONTFIX","apply*ToDom naming pattern — not a real TODO work item"
"code-quality","src/app/services/settings/apply.ts","306","smell-tag:ToDo","WONTFIX","apply*ToDom naming pattern — not a real TODO work item"
"code-quality","src/app/services/settings/apply.ts","310","smell-tag:ToDo","WONTFIX","apply*ToDom naming pattern — not a real TODO work item"
"code-quality","src/app/services/settings/apply.ts","319","smell-tag:ToDo","WONTFIX","apply*ToDom naming pattern — not a real TODO work item"
"code-quality","src/app/services/settings/apply.ts","344","smell-tag:ToDo","WONTFIX","apply*ToDom naming pattern — not a real TODO work item"
"code-quality","src/app/services/settings/applyLawyerSettingsFactoryReset.ts","3","smell-tag:ToDo","WONTFIX","apply*ToDom naming pattern — not a real TODO work item"
"code-quality","src/app/services/settings/applyLawyerSettingsFactoryReset.ts","4","smell-tag:ToDo","WONTFIX","apply*ToDom naming pattern — not a real TODO work item"
"code-quality","src/app/services/settings/applyLawyerSettingsFactoryReset.ts","35","smell-tag:ToDo","WONTFIX","apply*ToDom naming pattern — not a real TODO work item"
"code-quality","src/app/services/settings/applyLawyerSettingsFactoryReset.ts","36","smell-tag:ToDo","WONTFIX","apply*ToDom naming pattern — not a real TODO work item"
"code-quality","src/app/services/settings/businessBackupBuild.ts","226","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/settings/businessBackupBuild.ts","237","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/settings/businessBackupBuild.ts","248","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/settings/businessBackupBuild.ts","254","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/settings/businessBackupBuild.ts","305","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/settings/businessBackupCrypto.ts","77","throw-generic","WONTFIX","throw message already prefixed or empty"
"code-quality","src/app/services/settings/businessBackupCrypto.ts","90","throw-generic","WONTFIX","throw message already prefixed or empty"
"code-quality","src/app/services/settings/businessBackupImport.ts","48","throw-generic","WONTFIX","throw message already prefixed or empty"
"code-quality","src/app/services/settings/businessBackupImport.ts","186","throw-generic","WONTFIX","throw message already prefixed or empty"
"code-quality","src/app/services/settings/intentWarmGate.ts","3","smell-tag:ToDo","WONTFIX","apply*ToDom naming pattern — not a real TODO work item"
"code-quality","src/app/services/settings/verifySensitiveSettingsAction.ts","19","throw-generic","WONTFIX","throw message already prefixed or empty"
"code-quality","src/app/services/settings/wallpaperEditorRender.ts","80","throw-generic","WONTFIX","throw message already prefixed or empty"
"code-quality","src/app/services/settings/wallpaperEditorRender.ts","109","throw-generic","WONTFIX","throw message already prefixed or empty"
"code-quality","src/app/services/settings/wallpaperEditorRender.ts","128","throw-generic","WONTFIX","throw message already prefixed or empty"
"code-quality","src/app/services/storage/removeRemoteStoragePaths.ts","25","console:warn","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/services/vault/smartVaultRuntime.ts","100","console:error","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/services/vault/smartVaultRuntime.ts","103","console:error","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/services/vault/smartVaultRuntime.ts","114","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/vault/smartVaultRuntime.ts","147","smell-tag:ToDo","WONTFIX","low-risk stale comment marker; skip to preserve ZVF safety boundary on 6000-hit scale"
"code-quality","src/app/services/vault/smartVaultRuntime.ts","148","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/vault/smartVaultRuntime.ts","162","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/vault/smartVaultRuntime.ts","163","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/vault/vaultOwnership.ts","5","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/vault/vaultOwnership.ts","16","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/vault/vaultOwnership.ts","19","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/vault/vaultOwnership.ts","38","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/vault/vaultOwnership.ts","50","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/vault/vaultOwnership.ts","58","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/vault/vaultOwnership.ts","61","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/vaultUploadService.ts","47","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/vaultUploadService.ts","85","console:error","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/services/vaultUploadService.ts","151","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/services/vaultUploadService.ts","215","throw-generic","WONTFIX","throw message already prefixed or empty"
"code-quality","src/app/services/vaultUploadService.ts","238","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/utils/bffAuthClient.ts","2","smell-tag:ToDo","WONTFIX","snippet contains import statement — false positive from URL"
"code-quality","src/app/utils/bffAuthClient.ts","116","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/utils/bffAuthClient.ts","363","smell-tag:ToDo","WONTFIX","low-risk stale comment marker; skip to preserve ZVF safety boundary on 6000-hit scale"
"code-quality","src/app/utils/bffWifeSign.ts","83","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/utils/civilLawRemoteCache.ts","179","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/app/utils/consoleHygiene.ts","119","console:warn","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/consoleHygiene.ts","120","console:log","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/consoleHygiene.ts","134","console:warn","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/consoleHygiene.ts","140","console:log","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/debug.ts","23","console:log","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/debug.ts","29","console:warn","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/debug.ts","36","console:log","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/debug.ts","40","console:error","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
