"file","line","category","cn60","risk_1_5","decision","reason"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileContentBodySections.tsx","77","article","hami-profile-page-stack","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileFloatingPortrait.tsx","14","article","rounded-full overflow-hidden hami-profile-portrait-frame bg-[#0A0F1C]","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileGallerySection.tsx","69","section","hami-profile-section-head","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileGallerySection.tsx","98","article","hami-profile-gallery-rail","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileGalleryViewer.tsx","98","section","hami-profile-gallery-viewer__sheet","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileGalleryViewer.tsx","99","article","hami-profile-gallery-viewer__top","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileGalleryViewer.tsx","140","article","hami-profile-gallery-viewer__controls","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileGalleryViewer.tsx","141","article","hami-profile-gallery-viewer__zoom-row","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileGalleryViewer.tsx","166","article","hami-profile-gallery-viewer__actions","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileGalleryViewer.tsx","186","article","hami-profile-gallery-viewer__controls","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileGalleryViewer.tsx","187","article","hami-profile-gallery-viewer__zoom-row","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileGalleryViewer.tsx","213","article","hami-profile-gallery-viewer__actions","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileHeroActionRail.tsx","43","article","hami-profile-hero-rail","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileHeroActionRail.tsx","58","article","hami-profile-sigil-constellation","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileHeroIdentityZone.tsx","36","article","hami-profile-identity hami-profile-identity--edit","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileHeroIdentityZone.tsx","68","article","hami-profile-identity","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileHeroMetaParts.tsx","40","article","hami-profile-hero-meta","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileHeroMetaParts.tsx","59","article","hami-profile-forum-metrics hami-profile-forum-metrics--unified","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileHeroMetaParts.tsx","60","article","hami-profile-forum-metric","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileHeroMetaParts.tsx","64","article","hami-profile-forum-metric","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileHeroSection.tsx","97","article","hami-profile-hero-wrap","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileHeroSection.tsx","98","article","hami-profile-hero-identity-row","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileHeroSection.tsx","99","article","hami-profile-hero-portrait-slot","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfilePageAccessBlocked.tsx","26","article","mt-4","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/profileTextCanvas/MistFogLayer.tsx","181","article","profile-text-canvas__mist-shimmer","5","WONTFIX","skeleton aria-hidden element — swap meaningless"
"src/app/components/lawyer/RoyalLawyerProfile/components/profileTextCanvas/MistFogLayer.tsx","182","article","profile-text-canvas__mist-gold-haze","5","WONTFIX","skeleton aria-hidden element — swap meaningless"
"src/app/components/lawyer/RoyalLawyerProfile/components/profileTextCanvas/ProfileTextCanvasMaskLayers.tsx","45","article","profile-text-canvas__luminous-bloom","5","WONTFIX","skeleton aria-hidden element — swap meaningless"
"src/app/components/lawyer/RoyalLawyerProfile/components/profileTextCanvas/ProfileTextCanvasMaskLayers.tsx","46","article","profile-text-canvas__luminous-folds","5","WONTFIX","skeleton aria-hidden element — swap meaningless"
"src/app/components/lawyer/RoyalLawyerProfile/components/profileTextCanvas/ProfileTextCanvasMaskLayers.tsx","47","article","profile-text-canvas__luminous-fold profile-text-canvas__luminous-fold--left","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/profileTextCanvas/ProfileTextCanvasMaskLayers.tsx","48","article","profile-text-canvas__luminous-fold profile-text-canvas__luminous-fold--right","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/profileTextCanvas/ProfileTextCanvasMaskLayers.tsx","104","article","profile-text-canvas__silk-veil","5","WONTFIX","skeleton aria-hidden element — swap meaningless"
"src/app/components/lawyer/RoyalLawyerProfile/components/profileTextCanvas/ProfileTextCanvasMaskLayers.tsx","105","article","profile-text-canvas__silk-veil-weave","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/profileTextCanvas/ProfileTextCanvasMaskLayers.tsx","106","article","profile-text-canvas__silk-veil-glow","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/profileTextCanvas/ProfileTextCanvasMaskLayers.tsx","107","article","profile-text-canvas__silk-veil-sheen","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/profileTextCanvas/ProfileTextCanvasMaskLayers.tsx","113","article","profile-text-canvas__door-light","5","WONTFIX","skeleton aria-hidden element — swap meaningless"
"src/app/components/lawyer/RoyalLawyerProfile/components/profileTextCanvas/ProfileTextCanvasMaskLayers.tsx","114","article","profile-text-canvas__doors","5","WONTFIX","skeleton aria-hidden element — swap meaningless"
"src/app/components/lawyer/RoyalLawyerProfile/components/profileTextCanvas/ProfileTextCanvasMaskLayers.tsx","115","article","profile-text-canvas__door profile-text-canvas__door--left","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/profileTextCanvas/ProfileTextCanvasMaskLayers.tsx","116","article","profile-text-canvas__door-inlay","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/profileTextCanvas/ProfileTextCanvasMaskLayers.tsx","118","article","profile-text-canvas__door profile-text-canvas__door--right","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/profileTextCanvas/ProfileTextCanvasMaskLayers.tsx","119","article","profile-text-canvas__door-knob","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/profileTextCanvas/ProfileTextCanvasMaskLayers.tsx","120","article","profile-text-canvas__door-inlay","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/profileTextCanvas/ProfileTextCanvasShell.tsx","100","article","profile-text-canvas__rim","5","WONTFIX","skeleton aria-hidden element — swap meaningless"
"src/app/components/lawyer/RoyalLawyerProfile/components/profileTextCanvas/ProfileTextCanvasShell.tsx","101","article","profile-text-canvas__bloom","5","WONTFIX","skeleton aria-hidden element — swap meaningless"
"src/app/components/lawyer/RoyalLawyerProfile/components/profileTextCanvas/ProfileTextCanvasShell.tsx","119","article","profile-text-canvas__inner","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/settings/ProfileSettingsBlockCard.tsx","60","article","profile-settings-block-card","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/settings/ProfileSettingsBlockCard.tsx","61","article","profile-settings-block-head","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/settings/ProfileSettingsBlockCard.tsx","121","article","profile-settings-block-body","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/settings/ProfileSettingsContainersTab.tsx","78","article","space-y-3 pb-2","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/settings/ProfileSettingsContainersTab.tsx","79","article","profile-settings-luxury-card p-1 profile-settings-container-tabs","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/settings/ProfileSettingsSheetHeader.tsx","11","article","profile-settings-handle mx-auto mt-3 mb-3","5","WONTFIX","skeleton aria-hidden element — swap meaningless"
"src/app/components/lawyer/RoyalLawyerProfile/components/settings/ProfileSettingsSheetPanels.tsx","165","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/settings/ProfileSettingsTabSkeleton.tsx","6","article","space-y-3 py-1","5","WONTFIX","skeleton aria-hidden element — swap meaningless"
"src/app/components/lawyer/RoyalLawyerProfile/components/TextBlockStudioEditor.tsx","91","article","profile-studio-editor","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/TextBlockStudioEditor.tsx","109","section","profile-studio-panel-tabs","3","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/RoyalLawyerProfile/components/TextBlockStudioEditor.tsx","143","section","profile-studio-panel-slot","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/textStudio/CanvasMaterialGrid.tsx","20","article","profile-studio-material-grid","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/textStudio/TextBlockCanvasPanel.tsx","31","section","profile-studio-panel space-y-3","3","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/RoyalLawyerProfile/components/textStudio/TextBlockCanvasPanel.tsx","66","article","profile-settings-template-row","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/textStudio/TextBlockStylePanel.tsx","60","section","profile-studio-panel space-y-3","3","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/RoyalLawyerProfile/components/textStudio/TextBlockStylePanel.tsx","70","article","profile-studio-line-chip-row","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/textStudio/TextBlockStylePanel.tsx","120","article","profile-settings-quick-presets","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/textStudio/TextBlockStylePanel.tsx","156","article","profile-studio-option-grid profile-studio-option-grid--sizes","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/textStudio/TextBlockStylePanel.tsx","178","article","profile-studio-option-grid profile-studio-option-grid--fonts","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/textStudio/TextBlockStyleScopeTabs.tsx","24","article","profile-studio-scope-tabs","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/seizedAssetsManager/SeizedAssetsModalHeader.tsx","11","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/smart-modal/AppealTransitionModalAppealTypeSection.tsx","26","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/smart-modal/AppealTransitionModalHeader.tsx","19","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/smart-modal/FastTrackModal.tsx","126","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/smart-modal/layout/mainPanel/JoinCoObjectorFooterControl.tsx","42","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/smart-modal/layout/mainPanel/SmartFileStageFooterBar.tsx","177","footer","basis-full","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/smart-modal/layout/mainPanel/SmartFileStageFooterBar.tsx","180","footer","flex-1 min-w-[7.5rem]","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/smart-modal/layout/mainPanel/SmartFileStageFooterBar.tsx","183","footer","flex-1 min-w-[7.5rem]","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/smart-modal/modals/appealObjection/JudicialNotificationModal.tsx","45","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/smart-modal/modals/appealObjection/OpponentAbsentObjectionModal.tsx","59","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/smart-modal/modals/contentEntry/AddPaymentModal.tsx","22","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/smart-modal/modals/contentEntry/shared.tsx","33","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/smart-modal/modals/contentEntry/shared.tsx","326","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/smart-modal/modals/extraordinaryAppealModal.tsx","31","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/smart-modal/modals/flow-modals/AddProvisionalOrderModal.tsx","37","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/smart-modal/modals/flow-modals/InterruptionModal.tsx","59","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/smart-modal/modals/flow-modals/NextHearingResumeModal.tsx","70","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/smart-modal/modals/flow-modals/PauseCaseModal.tsx","42","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/smart-modal/parts/AdjournPleadingModal.tsx","55","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/smart-modal/parts/CaseFlowActionsPanel.tsx","269","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/smart-modal/parts/CaseFlowActionsPanel.tsx","286","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/smart-modal/parts/CaseFlowConfirmDialog.tsx","48","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/smart-modal/parts/CivilLawReferenceHub.tsx","78","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/smart-modal/parts/judgment/JudgmentBoundMeritToggle.tsx","20","section","","3","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/smart-modal/parts/judgment/JudgmentCassationGroundsScope.tsx","16","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/smart-modal/parts/judgment/JudgmentDateField.tsx","33","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/smart-modal/parts/judgment/JudgmentDateField.tsx","71","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/smart-modal/parts/judgment/JudgmentDefendantFormList.tsx","39","section","","3","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/smart-modal/parts/judgment/JudgmentFormToggle.tsx","18","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/smart-modal/parts/SessionAndRequestsHub.tsx","320","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/smart-modal/parts/SessionAndRequestsHub.tsx","382","footer","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/smart-modal/parts/SessionHearingsRegister.tsx","86","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/smart-modal/parts/SessionHearingsRegister.tsx","93","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/smart-modal/parts/SessionRecordForm.tsx","100","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/smart-modal/parts/SessionRecordForm.tsx","115","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/smart-modal/parts/SmartRequestsPanel.tsx","136","header","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/smart-modal/procedural-modals/AppealBriefOutcomeModal.tsx","39","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/smart-modal/procedural-modals/AppealBriefOutcomeModal.tsx","40","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/smart-modal/procedural-modals/AppealBriefOutcomeModal.tsx","41","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/smart-modal/smart-header/SmartHeaderMain.tsx","50","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/smart-modal/smart-header/SmartHeaderMain.tsx","51","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/smart-modal/smartFile/smartModalChrome.tsx","26","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/smart-modal/SmartFileModalContent.tsx","272","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/smart-modal/SmartJudgmentModal.tsx","523","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/smart-modal/SmartJudgmentModal.tsx","566","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/SmartLegalRadar/RadarMonthNav.tsx","31","nav","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/SmartLegalRadar/RadarSelectedDaySection.tsx","36","section","relative space-y-2 pb-3","3","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/SmartRepository/RepositoryAddMenu.tsx","68","nav","relative shrink-0","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/SmartRepository/RepositoryCardFrame.tsx","32","header","shrink-0 sm:w-[5.75rem] sm:pt-0.5 space-y-1","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/SmartRepository/RepositoryCardFrame.tsx","47","header","mb-1.5","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/SmartRepository/RepositoryCardFrame.tsx","49","footer","mt-auto pt-1.5 border-t border-white/[0.06]","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/SmartRepository/RepositoryControlsSection.tsx","69","header","hami-repository-controls-toolbar px-3 pt-2 pb-1.5 shrink-0","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/SmartRepository/RepositoryControlsSection.tsx","70","header","hami-repository-controls-toolbar__search","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/SmartRepository/RepositoryRoomMenu.tsx","90","nav","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/SmartRepository/RepositoryRoomMenu.tsx","128","footer","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/SmartRepositoryModal.tsx","154","header","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/SmartVaultModal/VaultUploadMetaSheet.tsx","95","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/TransactionsThreading/taskThread/TaskThreadDialogs.tsx","48","footer","mt-4 flex flex-wrap justify-start gap-2","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/TransactionsThreading/transactionsTheme/chrome.tsx","139","footer","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/TransactionsThreading/TxThreadDialogFrame.tsx","31","footer","flex flex-col-reverse gap-2 sm:flex-row sm:justify-start","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/View_Urgent_And_Orders_Dashboard/UrgentDashboardErrorFallbacks.tsx","60","header","hami-overlay-header-safe-pad shrink-0 border-b border-white/[0.07] px-4 pb-2","2","WONTFIX","3-swap cap reached"
